,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED
40433,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,8.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,702.5470297,0,0,0,NA
40434,AustinTX2022Curr,1114788,48,1,1,Dead,Yes,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,NA
40435,AustinTX2022Curr,1114788,48,1,1,Dead,Yes,61,Juniperus ashei,1,5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,NA
40436,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,280.43227,0,0,0,NA
40437,AustinTX2022Curr,1114788,48,1,1,Dead,Yes,61,Juniperus ashei,1,6.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,NA
40438,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,8.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,353.2178908,30,0,0,NA
40439,AustinTX2022Curr,1114788,48,1,1,Live,NA,838,Quercus virginiana,1,10,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2829.164538,0,0,0,NA
40440,AustinTX2022Curr,1114728,48,1,1,Live,NA,973,Ulmus crassifolia,1,7.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2055.289726,10,0,0,NA
40441,AustinTX2022Curr,1114728,48,1,1,Live,NA,756,Prosopis glandulosa,1,13.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1918.841436,10,0,0,NA
40442,AustinTX2022Curr,1114728,48,1,1,Live,NA,973,Ulmus crassifolia,1,6.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1589.999469,15,0,0,NA
40452,AustinTX2022Curr,1114730,48,1,1,Live,NA,756,Prosopis glandulosa,4,9.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,555.5326232,5,0,0,NA
40453,AustinTX2022Curr,1114730,48,1,1,Live,NA,756,Prosopis glandulosa,2,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,192.3604884,5,0,0,NA
40454,AustinTX2022Curr,1114730,48,1,1,Live,NA,756,Prosopis glandulosa,3,8.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,804.9704155,5,0,0,NA
40455,AustinTX2022Curr,1114730,48,1,11,Live,NA,756,Prosopis glandulosa,3,4.3,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,127.4379818,30,0,0,NA
40456,AustinTX2022Curr,1114730,48,1,1,Live,NA,756,Prosopis glandulosa,4,6.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,281.4971252,15,0,0,NA
40458,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,9,6.018046286,Private,Forest land,Unused/Other,1110.883263,0,0,0,NA
40459,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,9.7,6.018046286,Private,Forest land,Unused/Other,624.7231959,0,0,0,NA
40460,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,2,7.6,6.018046286,Private,Forest land,Unused/Other,695.455181,0,0,0,NA
40461,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,10.4,6.018046286,Private,Forest land,Unused/Other,717.7919064,0,0,0,NA
40462,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,17.1,6.018046286,Private,Forest land,Unused/Other,2428.416871,0,0,0,NA
40464,AustinTX2022Curr,1114703,48,1,1,Live,NA,7575,Ligustrum sinense,12,14.6,6.018046286,Private,Residential,Residential,5753.38093,0,1,0,1
40475,AustinTX2022Curr,1114829,48,1,1,Live,NA,838,Quercus virginiana,1,16.9,6.018046286,Private,Forest land,Unused/Other,4243.264962,5,0,0,NA
40477,AustinTX2022Curr,1114795,48,1,1,Live,NA,61,Juniperus ashei,1,9.8,6.018046286,StateLocal,Forest land,Unused/Other,1433.269316,0,0,0,NA
40478,AustinTX2022Curr,1114795,48,1,1,Live,NA,61,Juniperus ashei,1,7.8,6.018046286,StateLocal,Forest land,Unused/Other,886.5195309,5,0,0,NA
40479,AustinTX2022Curr,1114795,48,1,1,Dead,Yes,61,Juniperus ashei,1,5.1,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,NA
40480,AustinTX2022Curr,1114795,48,1,1,Live,NA,61,Juniperus ashei,1,6.3,6.018046286,StateLocal,Forest land,Unused/Other,318.1836382,5,0,0,NA
40482,AustinTX2022Curr,1114819,48,1,1,Live,NA,461,Celtis laevigata,1,18,6.018046286,Private,Residential,Residential,12164.09674,10,1,0,2
40483,AustinTX2022Curr,1114819,48,1,1,Live,NA,461,Celtis laevigata,1,13.6,6.018046286,Private,Residential,Residential,8445.086475,5,1,0,2
40493,AustinTX2022Curr,1114781,48,1,1,Live,NA,61,Juniperus ashei,1,8.1,6.018046286,StateLocal,Forest land,Unused/Other,521.2743146,0,0,0,NA
40494,AustinTX2022Curr,1114799,48,1,1,Live,NA,838,Quercus virginiana,1,10.1,6.018046286,Private,Forest land,Unused/Other,1387.550472,10,0,0,NA
40516,AustinTX2022Curr,1114735,48,1,1,Live,NA,838,Quercus virginiana,2,36,6.018046286,Private,Residential,Residential,18171.94418,5,1,0,2
40551,AustinTX2022Curr,1114758,48,1,1,Live,NA,838,Quercus virginiana,2,23.2,6.018046286,Private,Residential,Residential,7623.989777,0,1,0,2
40552,AustinTX2022Curr,1114704,48,1,12,Live,NA,973,Ulmus crassifolia,1,2.5,74.96528245,OtherFederal,Forest land,Unused/Other,97.07031888,0,0,0,2
40553,AustinTX2022Curr,1114704,48,1,14,Live,NA,973,Ulmus crassifolia,1,2,74.96528245,OtherFederal,Forest land,Unused/Other,99.2167582,0,0,0,2
40554,AustinTX2022Curr,1114645,48,1,1,Live,NA,838,Quercus virginiana,1,14.5,6.018046286,StateLocal,Rights-of-Way,Residential,4291.068919,0,1,0,1
40555,AustinTX2022Curr,1114678,48,1,1,Live,NA,973,Ulmus crassifolia,1,7.2,6.018046286,StateLocal,Rights-of-Way,Residential,531.1298561,0,1,0,1
40556,AustinTX2022Curr,1114804,48,1,1,Live,NA,61,Juniperus ashei,4,7.9,6.018046286,Private,Forest land,Unused/Other,702.2218032,5,0,0,2
40557,AustinTX2022Curr,1089208,48,1,1,Live,NA,838,Quercus virginiana,1,12.8,6.018046286,StateLocal,Forest land,Unused/Other,3995.292336,5,0,0,2
40558,AustinTX2022Curr,1114787,48,1,1,Live,NA,61,Juniperus ashei,1,5.8,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,479.4646474,0,0,0,2
40559,AustinTX2022Curr,1114787,48,1,11,Live,NA,61,Juniperus ashei,1,4,74.96528245,Private,Recreation/Cemetery,Cemetery/Park/Golf,160.7030525,0,0,0,2
40560,AustinTX2022Curr,1114787,48,1,1,Live,NA,838,Quercus virginiana,1,13.4,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,3229.739372,0,0,0,2
40561,AustinTX2022Curr,1114787,48,1,1,Live,NA,838,Quercus virginiana,1,5.2,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,517.8497993,0,0,0,2
40562,AustinTX2022Curr,1114718,48,1,1,Live,NA,731,Platanus occidentalis,1,10.7,6.018046286,Private,Residential,Residential,6562.553764,0,0,0,2
40563,AustinTX2022Curr,1114818,48,1,12,Live,NA,7578,Ligustrum lucidum,1,3.6,74.96528245,Private,Residential,Residential,166.0597188,0,0,0,2
40564,AustinTX2022Curr,1114818,48,1,1,Live,NA,7578,Ligustrum lucidum,1,10.4,6.018046286,Private,Residential,Residential,1869.610688,0,0,0,2
40565,AustinTX2022Curr,1114818,48,1,1,Live,NA,7578,Ligustrum lucidum,1,7.9,6.018046286,Private,Residential,Residential,1752.060134,0,0,0,2
40566,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,7.7,6.018046286,Private,Residential,Residential,944.7252351,0,0,0,2
40567,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,6.1,6.018046286,Private,Residential,Residential,359.4202277,5,0,0,2
40568,AustinTX2022Curr,1114578,48,1,11,Live,NA,61,Juniperus ashei,1,2.8,74.96528245,Private,Residential,Residential,115.4190913,0,0,0,2
40569,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,14.3,6.018046286,Private,Residential,Residential,2181.139841,0,0,0,2
40570,AustinTX2022Curr,1114578,48,1,1,Dead,Yes,828,Quercus texana,1,5.2,6.018046286,Private,Residential,Residential,0,NA,0,0,2
40572,AustinTX2022Curr,1114560,48,1,1,Live,NA,7577,Ligustrum japonicum,2,7.7,6.018046286,Private,Residential,Residential,906.9167563,0,1,0,1
40573,AustinTX2022Curr,1114560,48,1,1,Live,NA,838,Quercus virginiana,1,12.1,6.018046286,Private,Residential,Residential,3223.625481,0,1,1,2
40574,AustinTX2022Curr,1114560,48,1,1,Live,NA,838,Quercus virginiana,1,12.1,6.018046286,Private,Residential,Residential,3172.595575,0,1,1,2
40575,AustinTX2022Curr,1114705,48,1,1,Live,NA,973,Ulmus crassifolia,1,9.6,6.018046286,Private,Residential,Residential,1700.634871,0,1,0,2
40576,AustinTX2022Curr,1114711,48,1,1,Live,NA,8513,Quercus buckleyi,1,12.5,6.018046286,Private,Multi-family,Multi-family,3857.913332,0,1,1,1
40577,AustinTX2022Curr,1114740,48,1,1,Live,NA,838,Quercus virginiana,1,9.1,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2048.668374,0,1,0,2
40578,AustinTX2022Curr,1114740,48,1,1,Live,NA,838,Quercus virginiana,1,5.4,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,379.6150252,0,1,0,2
40579,AustinTX2022Curr,1114755,48,2,1,Live,NA,461,Celtis laevigata,1,7.4,6.018046286,Private,Residential,Residential,1914.617188,5,1,0,2
40580,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,2,6.7,6.018046286,StateLocal,Forest land,Unused/Other,407.4398903,5,0,0,2
40581,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,7.2,6.018046286,StateLocal,Forest land,Unused/Other,382.5754721,0,0,0,2
40582,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Unused/Other,225.6223963,0,0,0,2
40583,AustinTX2022Curr,1114794,48,1,1,Live,NA,61,Juniperus ashei,1,5.4,6.018046286,StateLocal,Forest land,Unused/Other,173.6199277,5,0,0,2
40584,AustinTX2022Curr,1114794,48,1,1,Live,NA,61,Juniperus ashei,1,8.1,6.018046286,StateLocal,Forest land,Unused/Other,673.2806298,0,0,0,2
40585,AustinTX2022Curr,1114794,48,1,1,Live,NA,61,Juniperus ashei,2,6.9,6.018046286,StateLocal,Forest land,Unused/Other,250.9304848,15,0,0,2
40586,AustinTX2022Curr,1114833,48,1,1,Live,NA,61,Juniperus ashei,1,7,6.018046286,Private,Forest land,Unused/Other,536.6581358,0,0,0,2
40587,AustinTX2022Curr,1114833,48,1,1,Live,NA,838,Quercus virginiana,1,5.6,6.018046286,Private,Forest land,Unused/Other,1149.62922,5,0,0,2
40588,AustinTX2022Curr,1114833,48,1,1,Live,NA,61,Juniperus ashei,1,7.3,6.018046286,Private,Forest land,Unused/Other,579.2595806,5,0,0,2
40589,AustinTX2022Curr,1114833,48,1,1,Live,NA,61,Juniperus ashei,1,7.8,6.018046286,Private,Forest land,Unused/Other,1052.448469,0,0,0,2
40590,AustinTX2022Curr,1114638,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,5.1,6.018046286,Private,Forest land,Unused/Other,1117.945611,0,0,0,2
40591,AustinTX2022Curr,1114638,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,7.4,6.018046286,Private,Forest land,Unused/Other,1331.693902,0,0,0,2
40592,AustinTX2022Curr,1114638,48,1,1,Dead,No,544,Fraxinus pennsylvanica,1,NA,6.018046286,Private,Forest land,Unused/Other,NA,NA,NA,NA,NA
40593,AustinTX2022Curr,1114638,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,6.7,6.018046286,Private,Forest land,Unused/Other,1537.174703,0,0,0,2
40594,AustinTX2022Curr,1114643,48,1,1,Live,NA,838,Quercus virginiana,1,11.9,6.018046286,Private,Multi-family,Multi-family,3114.60844,0,1,1,1
40598,AustinTX2022Curr,1114577,48,1,1,Live,NA,7532,Lagerstroemia indica,2,7.4,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,304.2017973,0,1,1,1
40599,AustinTX2022Curr,1114577,48,1,1,Live,NA,838,Quercus virginiana,1,15.6,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,4461.127728,5,1,1,1
40600,AustinTX2022Curr,1114581,48,1,1,Live,NA,61,Juniperus ashei,1,11.4,6.018046286,StateLocal,Forest land,Unused/Other,860.1645583,0,0,0,2
40601,AustinTX2022Curr,1114690,48,1,1,Live,NA,973,Ulmus crassifolia,1,7.3,6.018046286,StateLocal,Forest land,Unused/Other,743.69976,0,0,0,2
40602,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,5.3,6.018046286,Private,Forest land,Unused/Other,253.5531886,0,0,0,2
40603,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,8.2,6.018046286,Private,Forest land,Unused/Other,669.7283481,0,0,0,2
40604,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,8.6,6.018046286,Private,Forest land,Unused/Other,927.9454364,0,0,0,2
40605,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,5.4,6.018046286,Private,Forest land,Unused/Other,321.0929366,0,0,0,2
40606,AustinTX2022Curr,1114752,48,1,14,Live,NA,6696,Prunus laurocerasus,1,1.5,74.96528245,Private,Rights-of-Way,Transportation/Utility,82.53081267,0,1,0,2
40607,AustinTX2022Curr,1120067,48,1,1,Live,NA,838,Quercus virginiana,1,10.2,6.018046286,Private,Residential,Residential,2181.866695,0,1,0,2
40608,AustinTX2022Curr,1114824,48,1,1,Cut & Utilized,NA,61,Juniperus ashei,0,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
40609,AustinTX2022Curr,1114670,48,1,12,Live,NA,461,Celtis laevigata,1,1.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,99.13136423,0,0,0,2
40610,AustinTX2022Curr,1114670,48,1,1,Live,NA,461,Celtis laevigata,1,5.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,619.9730025,15,0,0,2
40611,AustinTX2022Curr,1114639,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.5,6.018046286,Private,Forest land,Unused/Other,1545.117333,0,0,0,2
40612,AustinTX2022Curr,1114816,48,1,1,Live,NA,461,Celtis laevigata,1,6.5,6.018046286,Private,Residential,Residential,568.3659905,0,1,0,2
40613,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,9,13.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1485.297955,0,0,0,2
40614,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,18,16.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1882.465594,5,0,0,2
40615,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,5,12.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1291.488088,0,0,0,2
40616,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,1,9.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1115.605431,0,0,0,2
40618,AustinTX2022Curr,1114753,48,1,1,Live,NA,834,Quercus shumardii,1,7.6,6.018046286,Private,Multi-family,Multi-family,985.9108366,0,1,0,1
40619,AustinTX2022Curr,1114746,48,1,1,Dead,No,8513,Quercus buckleyi,1,NA,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40620,AustinTX2022Curr,1114746,48,1,11,No Status,NA,8648,Sophora secundiflora,1,NA,74.96528245,Private,Recreation/Cemetery,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40621,AustinTX2022Curr,1114746,48,1,1,Live,NA,61,Juniperus ashei,1,7.1,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,715.6274683,0,0,0,2
40622,AustinTX2022Curr,1114810,48,1,1,Dead,No,5491,Fraxinus berlandieriana,1,NA,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,NA,NA,NA,NA,NA
40623,AustinTX2022Curr,1114721,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,7.8,6.018046286,StateLocal,Forest land,Unused/Other,1372.447809,5,0,0,2
40624,AustinTX2022Curr,1114649,48,1,1,Live,NA,7575,Ligustrum sinense,3,6.5,6.018046286,Private,Residential,Residential,556.0547497,0,1,0,1
40625,AustinTX2022Curr,1114592,48,1,1,Live,NA,61,Juniperus ashei,2,13.2,6.018046286,Private,Forest land,Unused/Other,1217.520998,5,0,0,2
40626,AustinTX2022Curr,1114592,48,1,1,Live,NA,61,Juniperus ashei,1,7.5,6.018046286,Private,Forest land,Unused/Other,577.9656819,5,0,0,2
40633,AustinTX2022Curr,1114659,48,1,1,Live,NA,994,Triadica sebifera,1,5.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,586.6596801,0,0,0,2
40634,AustinTX2022Curr,1114811,48,2,1,Live,NA,973,Ulmus crassifolia,1,17.3,6.018046286,Private,Residential,Residential,5678.57154,0,1,0,2
40635,AustinTX2022Curr,1114811,48,2,1,Live,NA,973,Ulmus crassifolia,1,15.9,6.018046286,Private,Residential,Residential,4751.732584,0,1,0,2
40636,AustinTX2022Curr,1114837,48,2,1,Live,NA,973,Ulmus crassifolia,1,7.1,6.018046286,Private,Residential,Residential,557.4269282,0,1,0,2
40645,AustinTX2022Curr,1114775,48,1,1,Live,NA,61,Juniperus ashei,1,5.2,6.018046286,StateLocal,Forest land,Unused/Other,211.2480813,0,0,0,2
40646,AustinTX2022Curr,1114775,48,1,1,Live,NA,61,Juniperus ashei,1,6.9,6.018046286,StateLocal,Forest land,Unused/Other,575.0844889,0,0,0,2
40659,AustinTX2022Curr,1114775,48,1,1,Live,NA,973,Ulmus crassifolia,1,9.4,6.018046286,StateLocal,Forest land,Unused/Other,2619.963946,5,0,0,2
40660,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,3,9.1,6.018046286,StateLocal,Forest land,Unused/Other,581.1944294,0,0,0,2
40661,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,2,7.7,6.018046286,StateLocal,Forest land,Unused/Other,445.8469402,0,0,0,2
40672,AustinTX2022Curr,1114782,48,1,11,Live,NA,61,Juniperus ashei,1,2,74.96528245,StateLocal,Forest land,Unused/Other,23.26177225,30,0,0,2
40673,AustinTX2022Curr,1114782,48,1,13,Live,NA,7469,Ilex vomitoria,1,1.4,74.96528245,StateLocal,Forest land,Unused/Other,4.824455529,75,0,0,2
40674,AustinTX2022Curr,1114782,48,1,1,Live,NA,8513,Quercus buckleyi,1,7.5,6.018046286,StateLocal,Forest land,Unused/Other,1649.521107,5,0,0,2
40675,AustinTX2022Curr,1114749,48,1,1,Dead,No,6262,Broussonetia papyrifera,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40685,AustinTX2022Curr,1114789,48,1,1,Live,NA,221,Taxodium distichum,1,13.1,6.018046286,Private,Forest land,Unused/Other,5006.957474,0,0,0,2
40686,AustinTX2022Curr,1114789,48,1,12,Live,NA,313,Acer negundo,1,3.6,74.96528245,Private,Forest land,Unused/Other,380.7549302,0,0,0,2
40687,AustinTX2022Curr,1114789,48,1,1,Live,NA,221,Taxodium distichum,1,28.6,6.018046286,Private,Forest land,Unused/Other,33069.56347,0,0,0,2
40701,AustinTX2022Curr,1114672,48,1,1,Live,NA,8152,Phoenix dactylifera,1,23.4,6.018046286,Private,Residential,Residential,980.5712441,0,1,0,1
40702,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,11.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1394.497268,0,0,0,2
40727,AustinTX2022Curr,1120068,48,1,14,Live,NA,6998,Eriobotrya japonica,1,3.5,74.96528245,Private,Residential,Residential,91.77087763,0,1,0,1
40728,AustinTX2022Curr,1120068,48,1,1,Live,NA,461,Celtis laevigata,1,21.9,6.018046286,Private,Residential,Residential,4998.580545,5,1,0,1
40729,AustinTX2022Curr,1114774,48,1,11,Live,NA,522,Diospyros texana,1,1.2,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,32.41252253,0,0,0,2
40749,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,9.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,737.1952128,0,0,0,2
40750,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,5.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,494.4620405,0,0,0,2
40751,AustinTX2022Curr,1114783,48,1,1,Dead,No,8513,Quercus buckleyi,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40766,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,6.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,297.6060195,0,0,0,2
40767,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,10.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1157.165759,0,0,0,2
40768,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,17,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2991.59535,0,0,0,2
40786,AustinTX2022Curr,1114761,48,1,1,Dead,No,8513,Quercus buckleyi,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
40787,AustinTX2022Curr,1114650,48,1,1,Live,NA,7532,Lagerstroemia indica,3,11.3,6.018046286,Private,Multi-family,Multi-family,1367.662535,0,1,1,1
40800,AustinTX2022Curr,1114671,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,7.4,6.018046286,StateLocal,Forest land,Unused/Other,1577.712288,0,0,0,2
40801,AustinTX2022Curr,1114727,48,1,1,Live,NA,61,Juniperus ashei,1,8.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,734.3087682,5,0,0,2
40802,AustinTX2022Curr,1114727,48,1,14,Dead,No,522,Diospyros texana,NA,NA,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40803,AustinTX2022Curr,1114727,48,1,1,Live,NA,838,Quercus virginiana,1,6.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,586.1174477,5,0,0,2
40804,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,3,9.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,540.7072653,0,0,0,2
40805,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,5,11.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1443.27774,0,0,0,2
40806,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,5,13.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2470.082781,5,0,0,2
40807,AustinTX2022Curr,1114669,48,1,1,Live,NA,973,Ulmus crassifolia,1,14.6,6.018046286,Private,Residential,Residential,5084.921435,0,1,0,2
40811,AustinTX2022Curr,1114727,48,1,11,Dead,No,522,Diospyros texana,NA,NA,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
40812,AustinTX2022Curr,1114727,48,1,1,Dead,Yes,973,Ulmus crassifolia,1,6.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
40813,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,61,Juniperus ashei,1,10.1,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
40814,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,61,Juniperus ashei,3,8,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
40820,AustinTX2022Curr,1114786,48,1,1,Dead,Yes,61,Juniperus ashei,1,12.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
40821,AustinTX2022Curr,1114764,48,2,1,Live,NA,61,Juniperus ashei,6,17.8,6.018046286,StateLocal,Rights-of-Way,Transportation/Utility,2184.834723,0,1,0,2
40832,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,1,7.6,6.018046286,Private,Forest land,Unused/Other,291.3206079,5,0,0,2
40833,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,1,5.7,6.018046286,Private,Forest land,Unused/Other,231.5433063,0,0,0,2
40834,AustinTX2022Curr,1114771,48,1,1,Dead,Yes,61,Juniperus ashei,1,5.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
40835,AustinTX2022Curr,1114771,48,1,14,Live,NA,7469,Ilex vomitoria,1,1.2,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,27.61464224,0,0,0,2
40845,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,2,10.3,6.018046286,Private,Forest land,Unused/Other,653.9163255,0,0,0,2
40846,AustinTX2022Curr,1114763,48,1,12,Live,NA,61,Juniperus ashei,1,4.1,74.96528245,Private,Forest land,Unused/Other,148.2512438,0,0,0,2
40847,AustinTX2022Curr,1114766,48,1,14,Live,NA,61,Juniperus ashei,1,1.3,74.96528245,Private,Residential,Residential,42.55021163,0,1,0,2
40848,AustinTX2022Curr,1114766,48,2,12,Live,NA,549,Fraxinus texensis,1,1.9,74.96528245,Private,Forest land,Unused/Other,66.11628505,0,0,0,2
40849,AustinTX2022Curr,1114766,48,1,12,Live,NA,61,Juniperus ashei,1,1.6,74.96528245,Private,Residential,Residential,33.83487002,5,1,0,2
