"","EVALID","PLOTID","STATECD","CONDID","SUBP","STATUSCD","STANDING_DEAD_CD","SPCD","scientific","NBR_STEMS","DIA","TPA_UNADJ","OWNGRPCD","FIA_LANDUSE","ITREE_LANDUSE","LEAF_AREA_ITREE","CROWN_DIEBACK_CD","IS_MAINTAINED_AREA","IS_STREET_TREE","IS_PLANTED","PLT_CN","MTRE_CN","CND_CN"
"48775","PortlandME2023Curr",2384058,23,1,1,"Live",NA,316,"Acer rubrum",1,5.8,6.0180462857,"Private","Forest land","Unused/Other",1223.8606335164,5,0,0,2,1213738728290487,1542768048290487,1542768025290487
"48781","PortlandME2023Curr",2383793,23,2,1,"Live",NA,833,"Quercus rubra",1,10.6,6.0180462857,"StateLocal","Forest land","Unused/Other",3610.0886526426,5,0,0,2,445081693489998,942222913290487,942222868290487
"48782","PortlandME2023Curr",2384058,23,1,1,"Live",NA,316,"Acer rubrum",1,8,6.0180462857,"Private","Forest land","Unused/Other",3691.3159227082,5,0,0,2,1213738728290487,1542768084290487,1542768025290487
"48788","PortlandME2023Curr",2383796,23,1,1,"Live",NA,8813,"Tilia cordata",1,11.5,6.0180462857,"Private","Residential","Residential",6902.4615327981,5,0,0,2,445081694489998,942224051290487,942224027290487
"48789","PortlandME2023Curr",2383806,23,1,1,"Live",NA,660,"Malus spp.",1,7,6.0180462857,"Private","Commercial/Industrial","Unused/Other",401.6215862796,5,1,0,1,445081695489998,942224321290487,942224306290487
"48794","PortlandME2023Curr",2383832,23,1,1,"Live",NA,762,"Prunus serotina",1,11.5,6.0180462857,"Private","Forest land","Cemetery/Park/Golf",1635.2601573641,10,0,0,2,445081697489998,942222539290487,942222495290487
"48795","PortlandME2023Curr",2383832,23,1,1,"Live",NA,746,"Populus tremuloides",1,10.2,6.0180462857,"Private","Forest land","Cemetery/Park/Golf",934.0108770822,0,0,0,2,445081697489998,942222550290487,942222495290487
"48796","PortlandME2023Curr",2384114,23,1,1,"Live",NA,316,"Acer rubrum",1,13.4,6.0180462857,"Private","Forest land","Unused/Other",6927.5507662613,5,0,0,2,1213738794290487,1542767115290487,1542767084290487
"48797","PortlandME2023Curr",2384114,23,1,1,"Live",NA,316,"Acer rubrum",1,5.6,6.0180462857,"Private","Forest land","Unused/Other",1096.3868856175,5,0,0,2,1213738794290487,1542767125290487,1542767084290487
"48801","PortlandME2023Curr",2383428,23,1,14,"Live",NA,972,"Ulmus americana",1,1.4,74.9652824512,"Private","Commercial/Industrial","Institutional/Commercial",59.2816457621,0,1,1,3,445081703489998,942223064290487,942223035290487
"48802","PortlandME2023Curr",2384025,23,1,1,"Live",NA,316,"Acer rubrum",1,11,6.0180462857,"StateLocal","Forest land","Unused/Other",4190.6136966024,5,0,0,2,1213738797290487,1542768486290487,1542768458290487
"48807","PortlandME2023Curr",2384061,23,1,1,"Live",NA,746,"Populus tremuloides",1,7.7,6.0180462857,"Private","Forest land","Unused/Other",593.1797739988,0,0,0,2,445081705489998,942222117290487,942222081290487
"48808","PortlandME2023Curr",2384061,23,1,13,"Live",NA,741,"Populus balsamifera",1,1.7,74.9652824512,"Private","Forest land","Unused/Other",53.0138310727,0,0,0,2,445081705489998,942222121290487,942222081290487
"50483","PortlandME2023Curr",2384066,23,2,1,"Live",NA,241,"Thuja occidentalis",1,8.5,6.0180462857,"Private","Residential","Residential",448.7393601975,0,1,0,1,445080103489998,786802023290487,786802002290487
"50484","PortlandME2023Curr",2384058,23,1,1,"Live",NA,316,"Acer rubrum",1,6.3,6.0180462857,"Private","Forest land","Unused/Other",2427.0799445314,0,0,0,2,1213738728290487,1542768077290487,1542768025290487
"50485","PortlandME2023Curr",2384155,23,1,1,"Live",NA,762,"Prunus serotina",1,5.3,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",350.3013303978,10,0,0,2,1213738782290487,1542767358290487,1542767340290487
"50490","PortlandME2023Curr",2384392,23,1,14,"Live",NA,833,"Quercus rubra",1,1,74.9652824512,"Private","Forest land","Unused/Other",62.9879111846,0,0,0,2,445080118489998,786802821290487,786802760290487
"50491","PortlandME2023Curr",2383789,23,1,1,"Dead","Yes",833,"Quercus rubra",1,9.3,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,1213738791290487,1542768677290487,1542768644290487
"50492","PortlandME2023Curr",2384114,23,1,1,"Live",NA,320,"Acer platanoides",1,7.3,6.0180462857,"Private","Forest land","Unused/Other",5239.5158475977,0,0,0,2,1213738794290487,1542767119290487,1542767084290487
"50493","PortlandME2023Curr",2384025,23,1,1,"Dead","Yes",129,"Pinus strobus",1,22.5,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,1213738797290487,1542768483290487,1542768458290487
"50494","PortlandME2023Curr",2384025,23,1,1,"Dead","Yes",129,"Pinus strobus",1,9.5,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,1213738797290487,1542768496290487,1542768458290487
"50497","PortlandME2023Curr",2383467,23,1,1,"Live",NA,833,"Quercus rubra",1,16.8,6.0180462857,"Private","Multi-family","Multi-family",5816.9701848293,0,0,0,2,445081333489998,942189228290487,942189198290487
"50498","PortlandME2023Curr",2384088,23,1,1,"Live",NA,833,"Quercus rubra",1,16.6,6.0180462857,"StateLocal","Forest land","Unused/Other",5732.0778010063,5,0,0,2,445081378489998,942190108290487,942190082290487
"50499","PortlandME2023Curr",2384088,23,1,1,"Live",NA,261,"Tsuga canadensis",1,5.7,6.0180462857,"StateLocal","Forest land","Unused/Other",1218.3053466281,0,0,0,2,445081378489998,942190112290487,942190082290487
"50500","PortlandME2023Curr",2384025,23,1,1,"Live",NA,261,"Tsuga canadensis",1,6.8,6.0180462857,"StateLocal","Forest land","Unused/Other",736.24742439,0,0,0,2,1213738797290487,1542768511290487,1542768458290487
"50501","PortlandME2023Curr",2384025,23,2,1,"Dead","No",261,"Tsuga canadensis",1,NA,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",NA,NA,NA,NA,NA,1213738797290487,1542768532290487,1542768459290487
"50502","PortlandME2023Curr",2384105,23,1,1,"Live",NA,972,"Ulmus americana",1,9.3,6.0180462857,"Private","Residential","Residential",1344.1587759669,0,0,0,2,1213738803290487,1542767430290487,1542767387290487
"50506","PortlandME2023Curr",2384109,23,2,1,"Live",NA,316,"Acer rubrum",1,6.9,6.0180462857,"Private","Forest land","Unused/Other",1223.5537321491,0,0,0,2,445081381489998,942188617290487,942188570290487
"50507","PortlandME2023Curr",2384109,23,2,1,"Live",NA,316,"Acer rubrum",1,8.1,6.0180462857,"Private","Forest land","Unused/Other",1405.0282218967,0,0,0,2,445081381489998,942188626290487,942188570290487
"50530","PortlandME2023Curr",2384382,23,1,14,"Live",NA,746,"Populus tremuloides",1,1.1,74.9652824512,"Private","Forest land","Unused/Other",19.7368926991,0,0,0,2,445081403489998,942190637290487,942190594290487
"50544","PortlandME2023Curr",2384098,23,1,1,"Live",NA,129,"Pinus strobus",1,8.8,6.0180462857,"Private","Commercial/Industrial","Unused/Other",916.9518072067,5,0,0,2,445081688489998,942222380290487,942222356290487
"50551","PortlandME2023Curr",2384098,23,1,1,"Live",NA,833,"Quercus rubra",1,17.7,6.0180462857,"Private","Commercial/Industrial","Unused/Other",8449.8575073539,10,0,0,2,445081688489998,942222408290487,942222356290487
"50552","PortlandME2023Curr",2384113,23,1,1,"Live",NA,541,"Fraxinus americana",1,9.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",3778.4728705325,5,0,0,2,445081691489998,942223974290487,942223926290487
"50553","PortlandME2023Curr",2383793,23,2,1,"Live",NA,316,"Acer rubrum",1,6.5,6.0180462857,"StateLocal","Forest land","Unused/Other",1288.9937506889,0,0,0,2,445081693489998,942222905290487,942222868290487
"50556","PortlandME2023Curr",2383793,23,2,1,"Live",NA,129,"Pinus strobus",1,5.5,6.0180462857,"StateLocal","Forest land","Unused/Other",307.8333282312,5,0,0,2,445081693489998,942222907290487,942222868290487
"50557","PortlandME2023Curr",2383412,23,1,1,"Live",NA,320,"Acer platanoides",1,8.5,6.0180462857,"Private","Residential","Residential",2278.3024461848,0,1,0,2,445081702489998,942224169290487,942224144290487
"50559","PortlandME2023Curr",2384169,23,1,1,"Live",NA,375,"Betula papyrifera",1,5.4,6.0180462857,"StateLocal","Forest land","Unused/Other",799.8509580957,5,0,0,2,445081708489998,942223564290487,942223538290487
"50560","PortlandME2023Curr",2384380,23,1,1,"Live",NA,129,"Pinus strobus",1,5.1,6.0180462857,"StateLocal","Forest land","Unused/Other",549.2476628752,0,0,0,2,445081710489998,942223276290487,942223239290487
"50569","PortlandME2023Curr",2383800,23,1,1,"Dead","No",129,"Pinus strobus",1,NA,6.0180462857,"Private","Multi-family","Multi-family",NA,NA,NA,NA,NA,1003463993290487,1287834602290487,1287834570290487
"50578","PortlandME2023Curr",2388053,23,2,1,"Live",NA,743,"Populus grandidentata",1,5.9,6.0180462857,"Private","Residential","Residential",454.8151768984,0,0,0,2,445080076489998,786803398290487,786803362290487
"50582","PortlandME2023Curr",2383830,23,1,1,"Live",NA,660,"Malus spp.",1,14,6.0180462857,"Private","Residential","Residential",1647.6138496652,5,1,0,1,1003464047290487,1287834110290487,1287834089290487
"50583","PortlandME2023Curr",2384102,23,2,1,"Dead","Yes",313,"Acer negundo",1,8.6,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",0,NA,0,0,2,1003464050290487,1287833740290487,1287833720290487
"50588","PortlandME2023Curr",2383802,23,1,1,"Live",NA,833,"Quercus rubra",2,31,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",7481.0298543514,0,1,0,2,445080099489998,786802364290487,786802346290487
"50589","PortlandME2023Curr",2384063,23,1,1,"Live",NA,316,"Acer rubrum",1,16.7,6.0180462857,"Private","Multi-family","Multi-family",5470.3276931519,5,0,0,2,1213738725290487,1542767799290487,1542767778290487
"50590","PortlandME2023Curr",2384063,23,1,1,"Live",NA,316,"Acer rubrum",1,7.6,6.0180462857,"Private","Multi-family","Multi-family",17.7822426478,99,0,0,2,1213738725290487,1542767808290487,1542767778290487
"50591","PortlandME2023Curr",2384063,23,1,14,"Live",NA,972,"Ulmus americana",1,2.5,74.9652824512,"Private","Multi-family","Multi-family",197.0437252,0,0,0,2,1213738725290487,1542767819290487,1542767778290487
"52457","PortlandME2023Curr",2383957,23,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,22,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",10630.0100410062,0,0,0,2,445080102489998,786801730290487,786801702290487
"52458","PortlandME2023Curr",2384057,23,1,1,"Live",NA,316,"Acer rubrum",1,8.2,6.0180462857,"StateLocal","Forest land","Unused/Other",2139.5559282021,0,0,0,2,445080106489998,786802080290487,786802047290487
"52459","PortlandME2023Curr",2384057,23,1,1,"Live",NA,316,"Acer rubrum",1,11.1,6.0180462857,"StateLocal","Forest land","Unused/Other",3714.1397534462,0,0,0,2,445080106489998,786802085290487,786802047290487
"52460","PortlandME2023Curr",2384057,23,1,1,"Live",NA,316,"Acer rubrum",1,16.4,6.0180462857,"StateLocal","Forest land","Unused/Other",4522.013680069,10,0,0,2,445080106489998,786802094290487,786802047290487
"52461","PortlandME2023Curr",2384057,23,1,1,"Live",NA,316,"Acer rubrum",1,13.7,6.0180462857,"StateLocal","Forest land","Unused/Other",3904.5289074502,5,0,0,2,445080106489998,786802097290487,786802047290487
"52462","PortlandME2023Curr",2384382,23,1,1,"Live",NA,129,"Pinus strobus",1,6.8,6.0180462857,"Private","Forest land","Unused/Other",774.9734747969,0,0,0,2,445081403489998,942190621290487,942190594290487
"52463","PortlandME2023Curr",2384396,23,1,1,"Live",NA,833,"Quercus rubra",1,12.6,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",4457.9137384525,5,0,0,2,445081405489998,942190543290487,942190513290487
"52470","PortlandME2023Curr",2384401,23,1,1,"Live",NA,316,"Acer rubrum",1,5.3,6.0180462857,"Private","Forest land","Unused/Other",503.0503372225,5,0,0,2,445080119489998,786802242290487,786802207290487
"52471","PortlandME2023Curr",2384401,23,1,1,"Live",NA,746,"Populus tremuloides",1,13.3,6.0180462857,"Private","Forest land","Unused/Other",1103.6615797502,5,0,0,2,445080119489998,786802246290487,786802207290487
"52475","PortlandME2023Curr",2384079,23,1,1,"Live",NA,316,"Acer rubrum",1,7.7,6.0180462857,"Private","Forest land","Unused/Other",1991.5729508959,5,0,0,2,445081332489998,942188972290487,942188944290487
"52485","PortlandME2023Curr",2383467,23,1,1,"Live",NA,833,"Quercus rubra",1,7.5,6.0180462857,"Private","Multi-family","Multi-family",1078.4805704959,0,0,0,2,445081333489998,942189235290487,942189198290487
"52486","PortlandME2023Curr",2383467,23,1,1,"Live",NA,802,"Quercus alba",1,17.9,6.0180462857,"Private","Multi-family","Multi-family",5031.7630837484,0,0,0,2,445081333489998,942189238290487,942189198290487
"52492","PortlandME2023Curr",2384109,23,2,1,"Live",NA,316,"Acer rubrum",1,9.1,6.0180462857,"Private","Forest land","Unused/Other",2071.9649871522,0,0,0,2,445081381489998,942188631290487,942188570290487
"52497","PortlandME2023Curr",2384109,23,2,1,"Live",NA,316,"Acer rubrum",1,5.4,6.0180462857,"Private","Forest land","Unused/Other",700.5518352575,0,0,0,2,445081381489998,942188636290487,942188570290487
"52498","PortlandME2023Curr",2383799,23,1,1,"Live",NA,316,"Acer rubrum",1,12.8,6.0180462857,"StateLocal","Forest land","Unused/Other",4013.8261707044,10,0,0,2,445081384489998,942188828290487,942188778290487
"52502","PortlandME2023Curr",2388053,23,2,1,"Live",NA,316,"Acer rubrum",1,7,6.0180462857,"Private","Residential","Residential",906.1089137126,0,0,0,2,445080076489998,786803391290487,786803362290487
"52504","PortlandME2023Curr",2383799,23,1,12,"Live",NA,833,"Quercus rubra",1,2.9,74.9652824512,"StateLocal","Forest land","Unused/Other",285.1629197925,5,0,0,2,445081384489998,942188847290487,942188778290487
"52505","PortlandME2023Curr",2383799,23,1,14,"Live",NA,129,"Pinus strobus",1,1,74.9652824512,"StateLocal","Forest land","Unused/Other",49.597908386,0,0,0,2,445081384489998,942188850290487,942188778290487
"52512","PortlandME2023Curr",2383829,23,1,1,"Live",NA,972,"Ulmus americana",1,5.1,6.0180462857,"Private","Residential","Residential",824.0303110641,0,0,0,2,445081386489998,942189356290487,942189304290487
"52515","PortlandME2023Curr",2384026,23,1,1,"Live",NA,316,"Acer rubrum",1,10.4,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",3175.4847182611,0,0,0,2,445081387489998,942189534290487,942189486290487
"52519","PortlandME2023Curr",2384026,23,1,1,"Live",NA,316,"Acer rubrum",1,12.5,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",3843.544585301,5,0,0,2,445081387489998,942189541290487,942189486290487
"52525","PortlandME2023Curr",2384103,23,1,1,"Live",NA,316,"Acer rubrum",1,5.1,6.0180462857,"StateLocal","Forest land","Unused/Other",1172.2584282495,0,0,0,2,445080094489998,786801618290487,786801575290487
"52531","PortlandME2023Curr",2383435,23,1,1,"Live",NA,833,"Quercus rubra",1,20.8,6.0180462857,"StateLocal","Forest land","Unused/Other",17274.4952296502,5,0,0,2,445081393489998,942189773290487,942189734290487
"52532","PortlandME2023Curr",2384157,23,1,1,"Live",NA,901,"Robinia pseudoacacia",1,25.7,6.0180462857,"Private","Residential","Residential",5466.6664073641,0,1,0,2,445081399489998,942190768290487,942190745290487
"52533","PortlandME2023Curr",2384157,23,1,1,"Live",NA,901,"Robinia pseudoacacia",1,26,6.0180462857,"Private","Residential","Residential",5489.1097932856,0,1,0,2,445081399489998,942190769290487,942190745290487
"52537","PortlandME2023Curr",2384105,23,1,1,"Live",NA,129,"Pinus strobus",1,11.2,6.0180462857,"Private","Residential","Residential",1886.4230643045,0,0,0,2,1213738803290487,1542767424290487,1542767387290487
"52542","PortlandME2023Curr",2384396,23,1,1,"Live",NA,833,"Quercus rubra",1,11.2,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",7469.7743236389,0,0,0,2,445081405489998,942190548290487,942190513290487
"52543","PortlandME2023Curr",2384396,23,1,1,"Live",NA,833,"Quercus rubra",1,10.5,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",6193.1371119826,0,0,0,2,445081405489998,942190550290487,942190513290487
"52544","PortlandME2023Curr",2383859,23,1,1,"Live",NA,833,"Quercus rubra",1,7.6,6.0180462857,"Private","Forest land","Unused/Other",2332.7810331072,5,0,0,2,445081408489998,942190197290487,942190173290487
"52545","PortlandME2023Curr",2384380,23,1,1,"Live",NA,746,"Populus tremuloides",1,9.3,6.0180462857,"StateLocal","Forest land","Unused/Other",897.4624390547,5,0,0,2,445081710489998,942223273290487,942223239290487
"52546","PortlandME2023Curr",2384380,23,1,11,"Live",NA,660,"Malus spp.",1,1.8,74.9652824512,"StateLocal","Forest land","Unused/Other",64.4120862837,5,0,0,2,445081710489998,942223284290487,942223239290487
"52552","PortlandME2023Curr",2383859,23,1,1,"Live",NA,833,"Quercus rubra",1,6,6.0180462857,"Private","Forest land","Unused/Other",1679.755516827,5,0,0,2,445081408489998,942190217290487,942190173290487
"52556","PortlandME2023Curr",2384400,23,1,1,"Live",NA,261,"Tsuga canadensis",1,10,6.0180462857,"StateLocal","Forest land","Unused/Other",2560.1116307927,0,0,0,2,1003463960290487,1287834175290487,1287834133290487
"52557","PortlandME2023Curr",2383800,23,1,1,"Live",NA,830,"Quercus palustris",1,21.6,6.0180462857,"Private","Multi-family","Multi-family",7716.0967901589,5,1,0,1,1003463993290487,1287834604290487,1287834570290487
"52574","PortlandME2023Curr",2384377,23,1,13,"Live",NA,660,"Malus spp.",1,4.5,74.9652824512,"Private","Residential","Residential",202.665238468,5,1,0,1,1003464041290487,1287833900290487,1287833861290487
"52581","PortlandME2023Curr",2383466,23,3,1,"Live",NA,129,"Pinus strobus",1,6.6,6.0180462857,"Private","Forest land","Unused/Other",859.9209492068,0,0,0,2,445081683489998,942222851290487,942222827290487
"52582","PortlandME2023Curr",2383480,23,1,1,"Live",NA,320,"Acer platanoides",1,6.6,6.0180462857,"Private","Forest land","Unused/Other",3538.9722482709,0,0,0,2,445081685489998,942222296290487,942222275290487
"52583","PortlandME2023Curr",2383480,23,1,1,"Live",NA,972,"Ulmus americana",1,6.2,6.0180462857,"Private","Forest land","Unused/Other",1350.7498107705,5,0,0,2,445081685489998,942222297290487,942222275290487
"52586","PortlandME2023Curr",2383480,23,1,1,"Live",NA,320,"Acer platanoides",1,7.9,6.0180462857,"Private","Forest land","Unused/Other",2185.057587136,5,0,0,2,445081685489998,942222308290487,942222275290487
"52587","PortlandME2023Curr",2384098,23,1,1,"Live",NA,833,"Quercus rubra",1,22.3,6.0180462857,"Private","Commercial/Industrial","Unused/Other",6189.4416240846,5,0,0,2,445081688489998,942222383290487,942222356290487
"52589","PortlandME2023Curr",2383399,23,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,20,6.0180462857,"StateLocal","Rights-of-Way","Multi-family",8398.0577351398,5,1,1,1,1213738704290487,1542767233290487,1542767208290487
"52590","PortlandME2023Curr",2383474,23,2,1,"Live",NA,8813,"Tilia cordata",3,18.4,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",4792.4521352584,10,0,0,2,1213738707290487,1542767751290487,1542767726290487
"52591","PortlandME2023Curr",2384098,23,1,1,"Live",NA,316,"Acer rubrum",1,12,6.0180462857,"Private","Commercial/Industrial","Unused/Other",2492.1126365725,10,0,0,2,445081688489998,942222405290487,942222356290487
"52592","PortlandME2023Curr",2384098,23,1,11,"Live",NA,12,"Abies balsamea",1,1.4,74.9652824512,"Private","Commercial/Industrial","Unused/Other",32.2435147924,5,0,0,2,445081688489998,942222410290487,942222356290487
"52593","PortlandME2023Curr",2384098,23,1,14,"Live",NA,12,"Abies balsamea",1,1.3,74.9652824512,"Private","Commercial/Industrial","Unused/Other",27.1635669823,5,0,0,2,445081688489998,942222420290487,942222356290487
"52594","PortlandME2023Curr",2384063,23,1,1,"Dead","Yes",316,"Acer rubrum",1,6.8,6.0180462857,"Private","Multi-family","Multi-family",0,NA,0,0,2,1213738725290487,1542767796290487,1542767778290487
"52595","PortlandME2023Curr",2384063,23,1,1,"Live",NA,316,"Acer rubrum",1,8.9,6.0180462857,"Private","Multi-family","Multi-family",812.0793180611,15,0,0,2,1213738725290487,1542767809290487,1542767778290487
"52602","PortlandME2023Curr",2384113,23,1,1,"Live",NA,7092,"Syringa reticulata",1,10.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",4273.1033867137,0,0,0,2,445081691489998,942223963290487,942223926290487
"52604","PortlandME2023Curr",2383793,23,2,1,"Live",NA,129,"Pinus strobus",1,10.4,6.0180462857,"StateLocal","Forest land","Unused/Other",2675.11242377,0,0,0,2,445081693489998,942222903290487,942222868290487
"52605","PortlandME2023Curr",2383434,23,1,1,"Live",NA,320,"Acer platanoides",1,24.6,6.0180462857,"Private","Residential","Residential",6175.0431938503,5,1,0,1,1213738758290487,1542768280290487,1542768257290487
"52606","PortlandME2023Curr",2383407,23,2,1,"Live",NA,8852,"Ulmus procera",1,20.8,6.0180462857,"StateLocal","Rights-of-Way","Multi-family",6765.5636535683,5,1,1,1,1213738779290487,1542767068290487,1542767045290487
"52612","PortlandME2023Curr",2383832,23,1,1,"Live",NA,379,"Betula populifolia",1,5.2,6.0180462857,"Private","Forest land","Cemetery/Park/Golf",666.2090783789,0,0,0,2,445081697489998,942222526290487,942222495290487
"52613","PortlandME2023Curr",2383789,23,1,1,"Live",NA,833,"Quercus rubra",1,17.7,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",6033.3325516582,5,0,0,2,1213738791290487,1542768680290487,1542768644290487
"52614","PortlandME2023Curr",2384025,23,1,1,"Live",NA,261,"Tsuga canadensis",1,9.6,6.0180462857,"StateLocal","Forest land","Unused/Other",1639.1274925987,0,0,0,2,1213738797290487,1542768487290487,1542768458290487
"52615","PortlandME2023Curr",2384025,23,1,1,"Live",NA,261,"Tsuga canadensis",1,9.6,6.0180462857,"StateLocal","Forest land","Unused/Other",1924.8757588557,0,0,0,2,1213738797290487,1542768494290487,1542768458290487
"52616","PortlandME2023Curr",2384025,23,1,1,"Live",NA,129,"Pinus strobus",1,18.1,6.0180462857,"StateLocal","Forest land","Unused/Other",4567.6665775415,0,0,0,2,1213738797290487,1542768495290487,1542768458290487
"52621","PortlandME2023Curr",2384061,23,1,1,"Live",NA,746,"Populus tremuloides",1,8.1,6.0180462857,"Private","Forest land","Unused/Other",638.3082872638,0,0,0,2,445081705489998,942222104290487,942222081290487
"52622","PortlandME2023Curr",2384169,23,1,1,"Live",NA,375,"Betula papyrifera",1,7.5,6.0180462857,"StateLocal","Forest land","Unused/Other",1761.0274702529,5,0,0,2,445081708489998,942223562290487,942223538290487
"52623","PortlandME2023Curr",2384169,23,1,1,"Live",NA,375,"Betula papyrifera",1,7.7,6.0180462857,"StateLocal","Forest land","Unused/Other",1700.4137909804,5,0,0,2,445081708489998,942223563290487,942223538290487
"54350","PortlandME2023Curr",2383957,23,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,18.5,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",10803.1791478514,5,0,0,2,445080102489998,786801731290487,786801702290487
"54351","PortlandME2023Curr",2384066,23,2,1,"Live",NA,241,"Thuja occidentalis",1,11.6,6.0180462857,"Private","Residential","Residential",884.0506290106,0,1,0,1,445080103489998,786802024290487,786802002290487
"54352","PortlandME2023Curr",2384034,23,1,1,"Live",NA,660,"Malus spp.",1,5.4,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",429.4189086923,5,0,0,2,445080105489998,786803272290487,786803255290487
"54353","PortlandME2023Curr",2384057,23,1,1,"Live",NA,316,"Acer rubrum",1,13.1,6.0180462857,"StateLocal","Forest land","Unused/Other",3506.0830993259,0,0,0,2,445080106489998,786802096290487,786802047290487
"54354","PortlandME2023Curr",2384392,23,1,1,"Dead","Yes",129,"Pinus strobus",1,7.4,6.0180462857,"Private","Forest land","Unused/Other",0,NA,0,0,2,445080118489998,786802804290487,786802760290487
"54355","PortlandME2023Curr",2384392,23,1,1,"Dead","Yes",129,"Pinus strobus",1,6.2,6.0180462857,"Private","Forest land","Unused/Other",0,NA,0,0,2,445080118489998,786802806290487,786802760290487
"54356","PortlandME2023Curr",2384392,23,1,1,"Dead","Yes",129,"Pinus strobus",1,9,6.0180462857,"Private","Forest land","Unused/Other",0,NA,0,0,2,445080118489998,786802816290487,786802760290487
"54357","PortlandME2023Curr",2384058,23,1,14,"Dead","Yes",261,"Tsuga canadensis",1,1.7,74.9652824512,"Private","Forest land","Unused/Other",0,NA,0,0,2,1213738728290487,1542768091290487,1542768025290487
"54360","PortlandME2023Curr",2383437,23,1,1,"Dead","No",320,"Acer platanoides",1,NA,6.0180462857,"Private","Multi-family","Multi-family",NA,NA,NA,NA,NA,1213738755290487,1542768215290487,1542768198290487
"54366","PortlandME2023Curr",2384401,23,1,1,"Dead","Yes",746,"Populus tremuloides",1,9.8,6.0180462857,"Private","Forest land","Unused/Other",0,NA,0,0,2,445080119489998,786802234290487,786802207290487
"54367","PortlandME2023Curr",2384079,23,1,1,"Live",NA,316,"Acer rubrum",1,5,6.0180462857,"Private","Forest land","Unused/Other",692.1353685197,5,0,0,2,445081332489998,942188975290487,942188944290487
"54368","PortlandME2023Curr",2384079,23,1,1,"Live",NA,316,"Acer rubrum",1,13.8,6.0180462857,"Private","Forest land","Unused/Other",5308.9596629992,5,0,0,2,445081332489998,942188979290487,942188944290487
"54369","PortlandME2023Curr",2383789,23,1,1,"Live",NA,316,"Acer rubrum",1,7.3,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",3190.3975902188,5,0,0,2,1213738791290487,1542768669290487,1542768644290487
"54373","PortlandME2023Curr",2383467,23,1,14,"Live",NA,762,"Prunus serotina",1,1.9,74.9652824512,"Private","Multi-family","Multi-family",55.4509028015,5,0,0,2,445081333489998,942189249290487,942189198290487
"54374","PortlandME2023Curr",2384109,23,1,1,"Live",NA,316,"Acer rubrum",1,6,6.0180462857,"Private","Residential","Residential",727.0997431839,0,0,0,2,445081381489998,942188607290487,942188569290487
"54375","PortlandME2023Curr",2384109,23,1,1,"Live",NA,316,"Acer rubrum",1,5.9,6.0180462857,"Private","Residential","Residential",742.0208840959,0,0,0,2,445081381489998,942188611290487,942188569290487
"54376","PortlandME2023Curr",2384025,23,2,1,"Dead","No",261,"Tsuga canadensis",1,NA,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",NA,NA,NA,NA,NA,1213738797290487,1542768524290487,1542768459290487
"54377","PortlandME2023Curr",2384025,23,2,1,"Dead","No",316,"Acer rubrum",1,NA,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",NA,NA,NA,NA,NA,1213738797290487,1542768536290487,1542768459290487
"54388","PortlandME2023Curr",2384026,23,1,1,"Live",NA,129,"Pinus strobus",1,17.9,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",6899.203571487,0,0,0,2,445081387489998,942189536290487,942189486290487
"54394","PortlandME2023Curr",2383395,23,2,1,"Live",NA,320,"Acer platanoides",2,19.7,6.0180462857,"StateLocal","Rights-of-Way","Residential",8591.6856267567,5,1,1,1,445081389489998,942189937290487,942189917290487
"54404","PortlandME2023Curr",2384390,23,1,1,"Live",NA,320,"Acer platanoides",1,5,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",592.3960871356,0,1,0,1,445081404489998,942190497290487,942190480290487
