Assemblage,t,Method,Order.q,SC,qD,qD.LCL,qD.UCL
AustinTX,450,Extrapolation,1,0.9907945135370848,23.521108793995193,20.5386726311498,26.503544956840585
AustinTX,500,Extrapolation,1,0.9931461293258156,23.64199465932712,20.63871071298516,26.645278605669084
AustinTX,550,Extrapolation,1,0.9948970058879898,23.734672287432705,20.715265285320633,26.754079289544777
AustinTX,600,Extrapolation,1,0.9962006069059205,23.805723958591223,20.773838296720882,26.837609620461564
AustinTX,650,Extrapolation,1,0.9971711925260967,23.860196004084955,20.818648804198357,26.901743203971552
AustinTX,700,Extrapolation,1,0.9978938342187123,23.901957213805844,20.85292921687486,26.950985210736828
AustinTX,750,Extrapolation,1,0.9984318712605257,23.933973610868687,20.879154314866096,26.98879290687128
AustinTX,800,Extrapolation,1,0.9988324623990131,23.958519108658056,20.899217871677052,27.01782034563906
AustinTX,850,Extrapolation,1,0.9991307192991215,23.97733701188887,20.914568565216957,27.040105458560785
AustinTX,900,Extrapolation,1,0.9993527840676983,23.991763832034994,20.926314363172526,27.057213300897462
AustinTX,950,Extrapolation,1,0.9995181205994775,24.00282421091864,20.93530257253145,27.070345849305827
AustinTX,1000,Extrapolation,1,0.9996412205802442,24.01130369425667,20.942181154224503,27.08042623428884
AustinTX,50,Rarefaction,2,0.8619280501790463,11.470279361394583,10.032135193093296,12.90842352969587
AustinTX,100,Rarefaction,2,0.9204270833543713,11.921599248500124,10.36435343112614,13.478845065874108
AustinTX,150,Rarefaction,2,0.9456175949675973,12.080036561884025,10.47954489989531,13.680528223872741
AustinTX,200,Extrapolation,2,0.959765284493844,12.160844999157398,10.538008857086435,13.78368114122836
AustinTX,250,Extrapolation,2,0.9700435671919431,12.209851091863511,10.573369476370747,13.846332707356275
AustinTX,300,Extrapolation,2,0.9776961796474906,12.242741840362614,10.597061858706919,13.888421822018309
AustinTX,350,Extrapolation,2,0.9833938705083998,12.266343931952074,10.614043424253246,13.918644439650901
AustinTX,400,Extrapolation,2,0.987636040268735,12.284105307365737,10.626811681260032,13.941398933471442
AustinTX,450,Extrapolation,2,0.9907945135370848,12.297955311320697,10.636761615375189,13.959149007266205
AustinTX,500,Extrapolation,2,0.9931461293258156,12.3090578211243,10.644733602260105,13.973382039988495
AustinTX,550,Extrapolation,2,0.9948970058879898,12.318156614452944,10.651264111288366,13.985049117617521
AustinTX,600,Extrapolation,2,0.9962006069059205,12.325749224060718,10.656711692469438,13.994786755652
AustinTX,650,Extrapolation,2,0.9971711925260967,12.33218105430793,10.661325087411862,14.003037021204
AustinTX,700,Extrapolation,2,0.9978938342187123,12.337699396674077,10.665282276566765,14.01011651678139
AustinTX,750,Extrapolation,2,0.9984318712605257,12.342485956419075,10.668713970833403,14.016257942004748
AustinTX,800,Extrapolation,2,0.9988324623990131,12.346677243877334,10.6717183272577,14.021636160496968
AustinTX,850,Extrapolation,2,0.9991307192991215,12.350377803337604,10.67437048951133,14.026385117163878
AustinTX,900,Extrapolation,2,0.9993527840676983,12.353669052273291,10.67672895894119,14.030609145605393
AustinTX,950,Extrapolation,2,0.9995181205994775,12.356615341219811,10.678839960139056,14.034390722300566
AustinTX,1000,Extrapolation,2,0.9996412205802442,12.359268203104468,10.680740500816892,14.037795905392045
BaltimoreMD,50,Rarefaction,0,0.7895756227053389,56.86618365745827,51.43160808573645,62.300759229180095
BaltimoreMD,100,Extrapolation,0,0.8917841066667898,77.46836162567081,69.23849671674364,85.69822653459798
BaltimoreMD,150,Extrapolation,0,0.9417197419736134,88.41128995209041,77.44293600493293,99.3796438992479
BaltimoreMD,200,Extrapolation,0,0.9686128500074969,94.30466352952075,80.57926834722969,108.03005871181182
BaltimoreMD,250,Extrapolation,0,0.9830962796320177,97.47857192836321,81.40540827920752,113.5517355775189
BaltimoreMD,300,Extrapolation,0,0.9908964094431261,99.18789756195642,81.30583361567257,117.06996150824027
BaltimoreMD,350,Extrapolation,0,0.9950972117839703,100.1084641803013,80.90233001926535,119.31459834133724
BaltimoreMD,400,Extrapolation,0,0.9973595767361165,100.60424034030044,80.45511660953767,120.7533640710632
BaltimoreMD,450,Extrapolation,0,0.9985779856878862,100.8712432881864,80.06076004928298,121.68172652708984
BaltimoreMD,500,Extrapolation,0,0.9992341664567512,101.01503917821047,79.74478188775092,122.28529646867003
BaltimoreMD,550,Extrapolation,0,0.9995875561793094,101.09248123700245,79.50419153428595,122.68077093971894
BaltimoreMD,600,Extrapolation,0,0.9997778761367591,101.13418807903344,79.32650710928405,122.94186904878282
BaltimoreMD,650,Extrapolation,0,0.9998803739851443,101.15664952568571,79.19781377571209,123.11548527565932
BaltimoreMD,700,Extrapolation,0,0.999935574758959,101.16874625996586,79.10580079242669,123.23169172750502
BaltimoreMD,750,Extrapolation,0,0.9999653034359776,101.17526102201612,79.0405856455664,123.30993639846584
BaltimoreMD,800,Extrapolation,0,0.9999813139767036,101.17876958255724,78.99463688585243,123.36290227926204
BaltimoreMD,850,Extrapolation,0,0.9999899365405057,101.18065913692249,78.96239123418432,123.39892703966065
BaltimoreMD,900,Extrapolation,0,0.9999945802691462,101.18167676670467,78.9398206882455,123.42353284516383
BaltimoreMD,950,Extrapolation,0,0.9999970811744665,101.18222481675957,78.92404743046907,123.44040220305007
BaltimoreMD,1000,Extrapolation,0,0.9999984280506311,101.18251997209791,78.9130338864268,123.45200605776901
BaltimoreMD,50,Rarefaction,1,0.7895756227053389,42.39271026179924,37.873854199144176,46.9115663244543
BaltimoreMD,100,Extrapolation,1,0.8917841066667898,50.90111466920586,45.126551678089086,56.675677660322634
BaltimoreMD,150,Extrapolation,1,0.9417197419736134,55.31010571711263,48.85713293002669,61.76307850419857
BaltimoreMD,200,Extrapolation,1,0.9686128500074969,58.06203767292557,51.165013174110634,64.9590621717405
BaltimoreMD,250,Extrapolation,1,0.9830962796320177,59.779693573592446,52.588790685709675,66.97059646147521
BaltimoreMD,300,Extrapolation,1,0.9908964094431261,60.851791954100605,53.46492210036631,68.2386618078349
BaltimoreMD,350,Extrapolation,1,0.9950972117839703,61.520956794999165,54.003064122587254,69.03884946741108
BaltimoreMD,400,Extrapolation,1,0.9973595767361165,61.93862516614488,54.333190067439205,69.54406026485056
BaltimoreMD,450,Extrapolation,1,0.9985779856878862,62.199318582166654,54.53552820261875,69.86310896171456
BaltimoreMD,500,Extrapolation,1,0.9992341664567512,62.36203393686463,54.6594546108325,70.06461326289676
BaltimoreMD,550,Extrapolation,1,0.9995875561793094,62.463594946952725,54.73530239900626,70.19188749489919
BaltimoreMD,600,Extrapolation,1,0.9997778761367591,62.52698563794965,54.78168677586965,70.27228450002964
BaltimoreMD,650,Extrapolation,1,0.9998803739851443,62.56655180316977,54.81002512952892,70.32307847681064
BaltimoreMD,700,Extrapolation,1,0.999935574758959,62.591247565364604,54.82731748871497,70.35517764201424
BaltimoreMD,750,Extrapolation,1,0.9999653034359776,62.60666176249466,54.83785402917646,70.37546949581285
BaltimoreMD,800,Extrapolation,1,0.9999813139767036,62.616282744074006,54.844262893048885,70.38830259509912
BaltimoreMD,850,Extrapolation,1,0.9999899365405057,62.62228781107614,54.848153040612544,70.39642258153974
BaltimoreMD,900,Extrapolation,1,0.9999945802691462,62.626035955629035,54.85050864084337,70.4015632704147
BaltimoreMD,950,Extrapolation,1,0.9999970811744665,62.62837541122285,54.85193102773745,70.40481979470825
BaltimoreMD,1000,Extrapolation,1,0.9999984280506311,62.62983561437089,54.85278712001815,70.40688410872363
BaltimoreMD,50,Rarefaction,2,0.7895756227053389,32.35585483505452,28.0853392171082,36.626370453000845
BaltimoreMD,100,Extrapolation,2,0.8917841066667898,36.44807277027713,31.198163882322635,41.697981658231626
BaltimoreMD,150,Extrapolation,2,0.9417197419736134,38.05229864947431,32.38656704329795,43.71803025565067
BaltimoreMD,200,Extrapolation,2,0.9686128500074969,38.908559534949035,33.01377777793968,44.80334129195839
BaltimoreMD,250,Extrapolation,2,0.9830962796320177,39.44106627218534,33.40138425269293,45.48074829167775
BaltimoreMD,300,Extrapolation,2,0.9908964094431261,39.80424304434116,33.664667334830334,45.94381875385199
BaltimoreMD,350,Extrapolation,2,0.9950972117839703,40.06777702960867,33.85517504546555,46.28037901375179
BaltimoreMD,400,Extrapolation,2,0.9973595767361165,40.26772898735388,33.999417929260076,46.53604004544768
BaltimoreMD,450,Extrapolation,2,0.9985779856878862,40.424632266787704,34.11242438248473,46.736840151090675
BaltimoreMD,500,Extrapolation,2,0.9992341664567512,40.55103802166986,34.20334971725527,46.89872632608445
BaltimoreMD,550,Extrapolation,2,0.9995875561793094,40.65505041673644,34.27808981379943,47.03201101967344
BaltimoreMD,600,Extrapolation,2,0.9997778761367591,40.74213588030242,34.340613084761635,47.143658675843206
BaltimoreMD,650,Extrapolation,2,0.9998803739851443,40.81611551239687,34.39368862043976,47.23854240435398
BaltimoreMD,700,Extrapolation,2,0.999935574758959,40.87974079408731,34.43930743274042,47.3201741554342
BaltimoreMD,750,Extrapolation,2,0.9999653034359776,40.93504337450065,34.47893780557677,47.39114894342453
BaltimoreMD,800,Extrapolation,2,0.9999813139767036,40.98355601948248,34.513686277696536,47.45342576126842
BaltimoreMD,850,Extrapolation,2,0.9999899365405057,41.02645688445754,34.54440258435571,47.50851118455937
BaltimoreMD,900,Extrapolation,2,0.9999945802691462,41.06466645774996,34.57175007020386,47.557582845296054
BaltimoreMD,950,Extrapolation,2,0.9999970811744665,41.098914349795606,34.59625413877863,47.60157456081258
BaltimoreMD,1000,Extrapolation,2,0.9999984280506311,41.12978633155719,34.6183363363325,47.641236326781886
BurlingtonVT,50,Rarefaction,0,0.8917260972958876,46.09855417912545,41.638247014483746,50.558861343767155
BurlingtonVT,100,Extrapolation,0,0.9387012455077295,59.23444823544453,52.18363599626559,66.28526047462347
BurlingtonVT,150,Extrapolation,0,0.9621278932507137,67.16503308219559,57.72435197180344,76.60571419258774
BurlingtonVT,200,Extrapolation,0,0.9766015397619507,72.0647730261502,59.98692647597244,84.14261957632797
BurlingtonVT,250,Extrapolation,0,0.9855437685276938,75.09197114360299,60.39251597031857,89.79142631688741
BurlingtonVT,300,Extrapolation,0,0.9910685307385714,76.96225988282808,59.856000474861574,94.06851929079458
BurlingtonVT,350,Extrapolation,0,0.9944818853156397,78.11777723991983,58.885148161082,97.35040631875766
BurlingtonVT,400,Extrapolation,0,0.9965907524530984,78.83168859196783,57.751754646298004,99.91162253763767
BurlingtonVT,450,Extrapolation,0,0.9978936703021057,79.2727632460654,56.59804804482792,101.94747844730287
BurlingtonVT,500,Extrapolation,0,0.9986986498530259,79.54527166035129,55.495363475541666,103.59517984516091
BurlingtonVT,550,Extrapolation,0,0.9991959890197994,79.71363507721674,54.476259395701305,104.95101075873217
BurlingtonVT,600,Extrapolation,0,0.9995032592436508,79.81765476487624,53.55228737878229,106.08302215097018
BurlingtonVT,650,Extrapolation,0,0.9996930994910582,79.88192107416259,52.72391076971767,107.03993137860752
BurlingtonVT,700,Extrapolation,0,0.9998103881729355,79.9216266203166,51.986051649543136,107.85720159109007
BurlingtonVT,750,Extrapolation,0,0.9998828524426803,79.94615783134915,51.331171414767994,108.56114424793032
BurlingtonVT,800,Extrapolation,0,0.9999276229210042,79.96131390834631,50.75094994328975,109.17167787340287
BurlingtonVT,850,Extrapolation,0,0.9999552833905904,79.9706777619954,50.2371678443796,109.70418767961121
BurlingtonVT,900,Extrapolation,0,0.9999723728121549,79.97646301600129,49.782138319722264,110.17078771228032
BurlingtonVT,950,Extrapolation,0,0.9999829311408377,79.98003730978748,49.37888820907355,110.5811864105014
BurlingtonVT,1000,Extrapolation,0,0.9999894543753517,79.98224560972677,49.0212031147526,110.94328810470094
BurlingtonVT,50,Rarefaction,1,0.8917260972958876,32.300722865992995,29.21789504615735,35.38355068582864
BurlingtonVT,100,Extrapolation,1,0.9387012455077295,36.046995855637185,32.33211518029769,39.76187653097668
BurlingtonVT,150,Extrapolation,1,0.9621278932507137,37.91193435631169,33.872402481005835,41.951466231617545
BurlingtonVT,200,Extrapolation,1,0.9766015397619507,39.08753401749931,34.835327306190166,43.33974072880845
BurlingtonVT,250,Extrapolation,1,0.9855437685276938,39.828595753789585,35.43226553926307,44.2249259683161
BurlingtonVT,300,Extrapolation,1,0.9910685307385714,40.29573819617407,35.799259371235145,44.792217021113
BurlingtonVT,350,Extrapolation,1,0.9944818853156397,40.59021037142003,36.02312932707339,45.157291415766664
BurlingtonVT,400,Extrapolation,1,0.9965907524530984,40.77583654049913,36.15864479620804,45.39302828479022
BurlingtonVT,450,Extrapolation,1,0.9978936703021057,40.89284954730768,36.2400046684039,45.545694426211455
BurlingtonVT,500,Extrapolation,1,0.9986986498530259,40.966610934671884,36.288388028942386,45.64483384040138
BurlingtonVT,550,Extrapolation,1,0.9991959890197994,41.01310783629235,36.31682373829747,45.709391934287225
BurlingtonVT,600,Extrapolation,1,0.9995032592436508,41.04241804773982,36.33328100668116,45.75155508879848
BurlingtonVT,650,Extrapolation,1,0.9996930994910582,41.06089430024601,36.34260784305175,45.77918075744027
BurlingtonVT,700,Extrapolation,1,0.9998103881729355,41.07254115947405,36.347736646523515,45.797345672424584
BurlingtonVT,750,Extrapolation,1,0.9998828524426803,41.07988297999919,36.35042945338315,45.80933650661523
BurlingtonVT,800,Extrapolation,1,0.9999276229210042,41.08451103702023,36.351736496825886,45.81728557721457
BurlingtonVT,850,Extrapolation,1,0.9999552833905904,41.087428421300686,36.35227728154796,45.82257956105341
BurlingtonVT,900,Extrapolation,1,0.9999723728121549,41.08926745029302,36.35241224317595,45.826122657410096
BurlingtonVT,950,Extrapolation,1,0.9999829311408377,41.090426717399964,36.35234717775002,45.82850625704991
BurlingtonVT,1000,Extrapolation,1,0.9999894543753517,41.09115748359824,36.35219648243221,45.83011848476426
BurlingtonVT,50,Rarefaction,2,0.8917260972958876,25.037779551023597,22.32154349258208,27.754015609465114
BurlingtonVT,100,Extrapolation,2,0.9387012455077295,26.88003911891468,23.77722937816006,29.9828488596693
BurlingtonVT,150,Extrapolation,2,0.9621278932507137,27.55588571310144,24.303262586840386,30.808508839362492
BurlingtonVT,200,Extrapolation,2,0.9766015397619507,27.906715911304556,24.5746458338854,31.238785988723713
BurlingtonVT,250,Extrapolation,2,0.9855437685276938,28.12153499859615,24.740253635854586,31.502816361337715
BurlingtonVT,300,Extrapolation,2,0.9910685307385714,28.266594562131033,24.851840486319816,31.68134863794225
BurlingtonVT,350,Extrapolation,2,0.9944818853156397,28.37112816368336,24.932131945226374,31.810124382140344
BurlingtonVT,400,Extrapolation,2,0.9965907524530984,28.450037161074444,24.99267434818099,31.907399973967898
BurlingtonVT,450,Extrapolation,2,0.9978936703021057,28.511714949191887,25.039956115136263,31.98347378324751
BurlingtonVT,500,Extrapolation,2,0.9986986498530259,28.561250061422044,25.077903923206602,32.04459619963749
BurlingtonVT,550,Extrapolation,2,0.9991959890197994,28.601906995470117,25.10903340043877,32.094780590501465
BurlingtonVT,600,Extrapolation,2,0.9995032592436508,28.63587629920629,25.135030701312896,32.13672189709969
BurlingtonVT,650,Extrapolation,2,0.9996930994910582,28.664682642096352,25.157068346616608,32.17229693757609
BurlingtonVT,700,Extrapolation,2,0.9998103881729355,28.689419960918062,25.17598696073779,32.20285296109833
BurlingtonVT,750,Extrapolation,2,0.9998828524426803,28.710893532806704,25.192404944564103,32.229382121049305
BurlingtonVT,800,Extrapolation,2,0.9999276229210042,28.729709294640816,25.206787355600696,32.25263123368094
BurlingtonVT,850,Extrapolation,2,0.9999552833905904,28.74633192977336,25.219490663647925,32.27317319589879
BurlingtonVT,900,Extrapolation,2,0.9999723728121549,28.761123761892126,25.230792695863865,32.29145482792038
BurlingtonVT,950,Extrapolation,2,0.9999829311408377,28.774371468440908,25.240913190330286,32.307829746551526
BurlingtonVT,1000,Extrapolation,2,0.9999894543753517,28.786304843162593,25.2500282237239,32.322581462601285
ChicagoIL,50,Rarefaction,0,0.7852387136768354,35.16162439839009,29.901297042187508,40.42195175459267
ChicagoIL,100,Extrapolation,0,0.8531065738456823,50.71033021367363,41.65226517573835,59.76839525160891
ChicagoIL,150,Extrapolation,0,0.8826111757206443,62.58003154797108,49.52729772302757,75.63276537291459
ChicagoIL,200,Extrapolation,0,0.9061895659563904,72.0656179398119,54.706532565408,89.4247033142158
ChicagoIL,250,Extrapolation,0,0.9250320668132113,79.64595603451099,57.944210335343875,101.3477017336781
ChicagoIL,300,Extrapolation,0,0.9400899157583456,85.70372866513853,59.870410770437175,111.53704655983988
ChicagoIL,350,Extrapolation,0,0.9521232873674228,90.5447540634703,60.925735111157124,120.16377301578346
ChicagoIL,400,Extrapolation,0,0.9617396696813745,94.41342466837305,61.40590174179199,127.42094759495411
ChicagoIL,450,Extrapolation,0,0.9694245323958548,97.50504493840845,61.509126531658,133.50096334515888
ChicagoIL,500,Extrapolation,0,0.9755658351240885,99.9756910259768,61.369380319718346,138.58200173223526
ChicagoIL,550,Extrapolation,0,0.9804736129987334,101.95009006494641,61.07795328090151,142.8222268489913
ChicagoIL,600,Extrapolation,0,0.9843956283646461,103.52791684665306,60.69733623043535,146.35849746287076
ChicagoIL,650,Extrapolation,0,0.987529878716506,104.78882576320622,60.27028354107133,149.3073679853411
ChicagoIL,700,Extrapolation,0,0.9900345923271441,105.79647204876588,59.825849517382224,151.76709458014955
ChicagoIL,750,Extrapolation,0,0.9920362161819817,106.601725325567,59.383490109300325,153.81996054183367
ChicagoIL,800,Extrapolation,0,0.9936357994793448,107.24523768609617,58.95589988245874,155.5345754897336
ChicagoIL,850,Extrapolation,0,0.9949140949587973,107.7594959574799,58.55100318071513,156.96798873424467
ChicagoIL,900,Extrapolation,0,0.9959356355909622,108.1704617537998,58.17336765917962,158.16755584841997
ChicagoIL,950,Extrapolation,0,0.9967519924348515,108.49888211209645,57.825216039840925,159.17254818435197
ChicagoIL,1000,Extrapolation,0,0.9974043781311038,108.76133687769874,57.50715407228915,160.01551968310832
ChicagoIL,50,Rarefaction,1,0.7852387136768354,22.52719983116161,18.27388210448276,26.78051755784046
ChicagoIL,100,Extrapolation,1,0.8531065738456823,26.991114585570426,21.365234762558494,32.61699440858236
ChicagoIL,150,Extrapolation,1,0.8826111757206443,29.652972981723085,23.10643112028378,36.19951484316239
ChicagoIL,200,Extrapolation,1,0.9061895659563904,31.548257449460507,24.295579687160032,38.80093521176099
ChicagoIL,250,Extrapolation,1,0.9250320668132113,32.89772938937985,25.10136609216061,40.694092686599085
ChicagoIL,300,Extrapolation,1,0.9400899157583456,33.85857434306834,25.643276840814448,42.07387184532223
ChicagoIL,350,Extrapolation,1,0.9521232873674228,34.54271085433498,26.005317700391537,43.08010400827842
ChicagoIL,400,Extrapolation,1,0.9617396696813745,35.029826662407196,26.245736423795783,43.81391690101861
ChicagoIL,450,Extrapolation,1,0.9694245323958548,35.37666067369909,26.404445335126166,44.348876012272015
ChicagoIL,500,Extrapolation,1,0.9755658351240885,35.62361186968859,26.508549531549047,44.738674207828126
ChicagoIL,550,Extrapolation,1,0.9804736129987334,35.799444951840734,26.57633510826932,45.02255479541215
ChicagoIL,600,Extrapolation,1,0.9843956283646461,35.924640833785105,26.62007676033009,45.22920490724012
ChicagoIL,650,Extrapolation,1,0.987529878716506,36.01378224371766,26.647980662751074,45.37958382468424
ChicagoIL,700,Extrapolation,1,0.9900345923271441,36.07725231031533,26.665513318554943,45.48899130207572
ChicagoIL,750,Extrapolation,1,0.9920362161819817,36.122443982255014,26.676303253633343,45.568584710876685
ChicagoIL,800,Extrapolation,1,0.9936357994793448,36.1546211536711,26.6827495802733,45.62649272706891
ChicagoIL,850,Extrapolation,1,0.9949140949587973,36.1775317988387,26.686431208707326,45.668632388970074
ChicagoIL,900,Extrapolation,1,0.9959356355909622,36.19384453357874,26.688381289124006,45.69930777803347
ChicagoIL,950,Extrapolation,1,0.9967519924348515,36.20545945375024,26.689270898676757,45.72164800882372
ChicagoIL,1000,Extrapolation,1,0.9974043781311038,36.2137294570783,26.689531767932287,45.737927146224315
ChicagoIL,50,Rarefaction,2,0.7852387136768354,14.79241239369821,11.316618699099376,18.268206088297045
ChicagoIL,100,Extrapolation,2,0.8531065738456823,15.968545796876732,11.93771334858312,19.999378245170345
ChicagoIL,150,Extrapolation,2,0.8826111757206443,16.40328330285435,12.154764567865298,20.651802037843403
ChicagoIL,200,Extrapolation,2,0.9061895659563904,16.62965122612312,12.265077949863105,20.994224502383133
ChicagoIL,250,Extrapolation,2,0.9250320668132113,16.768495975933135,12.331818347615101,21.20517360425117
ChicagoIL,300,Extrapolation,2,0.9400899157583456,16.862354403732116,12.376536536256284,21.34817227120795
ChicagoIL,350,Extrapolation,2,0.9521232873674228,16.930042011324794,12.408586150449388,21.4514978722002
ChicagoIL,400,Extrapolation,2,0.9617396696813745,16.98116540873713,12.43268165017967,21.52964916729459
ChicagoIL,450,Extrapolation,2,0.9694245323958548,17.021142012644983,12.451456766838007,21.59082725845196
ChicagoIL,500,Extrapolation,2,0.9755658351240885,17.0532590725462,12.466498202732286,21.640019942360116
ChicagoIL,550,Extrapolation,2,0.9804736129987334,17.079626957289626,12.47881884226602,21.680435072313234
ChicagoIL,600,Extrapolation,2,0.9843956283646461,17.101662562793653,12.48909561623052,21.714229509356784
ChicagoIL,650,Extrapolation,2,0.987529878716506,17.12035253450141,12.497798111781357,21.742906957221464
ChicagoIL,700,Extrapolation,2,0.9900345923271441,17.136405055267225,12.505262306799208,21.76754780373524
ChicagoIL,750,Extrapolation,2,0.9920362161819817,17.15034160937932,12.511734930268098,21.788948288490545
ChicagoIL,800,Extrapolation,2,0.9936357994793448,17.16255470265069,12.517401250133974,21.80770815516741
ChicagoIL,850,Extrapolation,2,0.9949140949587973,17.17334541564878,12.522403088095668,21.82428774320189
ChicagoIL,900,Extrapolation,2,0.9959356355909622,17.182948558178268,12.526850849195869,21.83904626716067
ChicagoIL,950,Extrapolation,2,0.9967519924348515,17.191549951817212,12.530831764329726,21.852268139304698
ChicagoIL,1000,Extrapolation,2,0.9974043781311038,17.19929857209319,12.534415667209405,21.864181476976977
ClevelandOH,50,Rarefaction,0,0.7497979466158252,44.37579260413515,37.88783134865405,50.863753859616246
ClevelandOH,100,Extrapolation,0,0.8547574963681648,61.978101354379284,51.398225718165186,72.55797699059337
ClevelandOH,150,Extrapolation,0,0.9077039658533522,72.94695955214199,57.95194843725963,87.94197066702435
ClevelandOH,200,Extrapolation,0,0.9413494142128516,79.91724776293077,60.498075186929555,99.33642033893199
ClevelandOH,250,Extrapolation,0,0.9627298047529316,84.34659828105222,61.05725206801145,107.635944494093
ClevelandOH,300,Extrapolation,0,0.9763162219931488,87.16128046048001,60.69517829231298,113.62738262864704
ClevelandOH,350,Extrapolation,0,0.9849498684683728,88.94990290947698,59.943265344841834,117.95654047411212
ClevelandOH,400,Extrapolation,0,0.9904362192951751,90.0865037976477,59.06600557790573,121.10700201738966
ClevelandOH,450,Extrapolation,0,0.9939225845848743,90.8087700197422,58.192822958485586,123.42471708099882
ClevelandOH,500,Extrapolation,0,0.9961380358596706,91.26774247085321,57.38335180657481,125.1521331351316
ClevelandOH,550,Extrapolation,0,0.9975458700775877,91.55940184025853,56.660926287930515,126.45787739258654
ClevelandOH,600,Extrapolation,0,0.9984404946661245,91.74474017060058,56.03027520764222,127.45920513355894
ClevelandOH,650,Extrapolation,0,0.999008994241024,91.86251556305245,55.48702519968589,128.23800592641902
ClevelandOH,700,Extrapolation,0,0.9993702538920575,91.93735730270552,55.02281337837962,128.85190122703142
ClevelandOH,750,Extrapolation,0,0.9995998205289155,91.98491635453874,54.627997074835164,129.34183563424233
ClevelandOH,800,Extrapolation,0,0.9997457013119133,92.01513830584238,54.293036202180105,129.73724040950466
ClevelandOH,850,Extrapolation,0,0.9998384029480888,92.03434319545632,54.00914393853696,130.05954245237567
ClevelandOH,900,Extrapolation,0,0.9998973112783913,92.04654716539119,53.76854006795274,130.32455426282962
ClevelandOH,950,Extrapolation,0,0.9999347452603813,92.05430231968603,53.56449544014303,130.54410919922904
ClevelandOH,1000,Extrapolation,0,0.9999585331185743,92.05923042246388,53.39127329651736,130.7271875484104
ClevelandOH,50,Rarefaction,1,0.7497979466158252,33.69938911077205,27.994174070020904,39.4046041515232
ClevelandOH,100,Extrapolation,1,0.8547574963681648,41.894539396742225,34.07254061017502,49.71653818330943
ClevelandOH,150,Extrapolation,1,0.9077039658533522,46.62353131498296,37.43779999892017,55.809262631045755
ClevelandOH,200,Extrapolation,1,0.9413494142128516,49.59081676734499,39.444896263234924,59.736737271455056
ClevelandOH,250,Extrapolation,1,0.9627298047529316,51.452689891263304,40.62004450097722,62.285335281549386
ClevelandOH,300,Extrapolation,1,0.9763162219931488,52.62095347264872,41.295675183925695,63.94623176137175
ClevelandOH,350,Extrapolation,1,0.9849498684683728,53.354000090089116,41.67653785959645,65.03146232058178
ClevelandOH,400,Extrapolation,1,0.9904362192951751,53.813962509446185,41.88610425776173,65.74182076113064
